adname,tel,address,business_area,name,lon,lat
万柏林区,0351-6342160,西峪街神堂沟,null,龙泉派出所,112.486947,37.801116
万柏林区,0351-6066665,大众街12号,千峰,和平南路派出所,112.512018,37.848689
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",NULL,兴华街,兴华小区派出所,112.522321,37.883714
万柏林区,0351-6361035,玉河街21号,和平北路,和平北路派出所,112.506422,37.869465
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平北路5号,兴华,长安派出所,112.506166,37.893547
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠路附近,NULL,长风派出所市场警务室,112.5157,37.810308
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",漪兴路与永乐南街交叉口西南240米,漪汾,校园警务室,112.523859,37.875992
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",后北屯街太原市万柏林区后北屯小学,千峰,玉河派出所治安警区,112.519559,37.868527
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",公园路与千峰西一巷交叉口西北120米,下元,太理中幼警务室,112.513619,37.862095
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西三巷嘉苑小区,下元,西巷社区警务室,112.507854,37.864244
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",玉河街与迎宾路交叉口东40米,NULL,太重技校警务室,112.50479,37.869226
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",后王街与众纺路交叉口西200米,下元,校园警务室,112.512803,37.851274
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",千峰北路与千峰西一巷交叉口北60米,千峰,校园警务室,112.518487,37.862201
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西矿街136号,迎泽西大街,红旗社区警务室,112.493296,37.861373
万柏林区,0351-6211110,西矿街328号,南寒羊汤馆(南寒圣都店),北寒派出所,112.456596,37.852621
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平北路北巷与晋机路交叉口东北140米,和平北路,新友谊社区警务室,112.508093,37.895126
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",九院沙河北沿岸与滨河西路辅路交叉口西100米,NULL,汇锦花园警务室,112.538663,37.827913
万柏林区,0351-6180110,千峰南路九院沙河南岸口,千峰,长风派出所,112.519573,37.829838
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西矿街山西综改示范区滨西工业园,西矿街,滨西工业园警务室,112.488129,37.862182
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西中环路与西中环路出口交叉口东320米,兴华,派出所校园警务室,112.493026,37.894891
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",南屯苑南区北门旁,NULL,丽华派出所南屯苑警务室,112.524746,37.80204
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",红沟小区,NULL,红沟小区警务室,112.466623,37.845151
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",漪汾街10号麦特摩尔大厦F1层,漪汾,兴华派出所巡逻点,112.52832,37.873307
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西矿街415号附近,西矿街,官地矿铁北巡防队,112.44527,37.85214
万柏林区,0351-6138110,南内环西街291号,NULL,建矿派出所,112.471557,37.851519
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",玉河街南巷与玉门河北沿岸辅路交叉口东北40米,NULL,玉河南北社区警务室,112.496556,37.865449
万柏林区,0351-2777110,NULL,西矿街,太原市公安局万柏林分局,112.491368,37.858983
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎泽西大街124附近,迎泽西大街,小井峪派出所闫家沟警务室,112.497994,37.85852
万柏林区,0351-6965671,西铭路71号,NULL,西铭派出所,112.442943,37.861169
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大王路34号,千峰,桥西小学警务室,112.527342,37.848385
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平北路38号,和平北路,千峰派出所,112.511154,37.863441
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",智诚・御河骏景B区东南门旁,下元,御河骏景警务室,112.508108,37.855753
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",开城街3号院附近,NULL,西铭派出所狮头社区警务室,112.442459,37.866877
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新星国际幼儿园西南门旁,千峰,长风派出所校园警务室,112.512107,37.829528
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新庄北街与新庄东路交叉口北100米,千峰,西岸社区警务室,112.51977,37.827236
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",上庄街与西线南街北一条交叉口东60米,NULL,柏林区实验中学警务室,112.47895,37.880778
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小井峪社区居委会,NULL,小井峪派出所,112.497469,37.850647
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",前北屯路17号,千峰,后北屯玉河小区-社区警务室,112.526333,37.864041
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西中环路辅路与西中环路出口交叉口北240米,NULL,修造厂治安室,112.489346,37.895583
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平南路万柏林区实验小学,义井,前一万山社区警务室,112.506807,37.819557
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",丽华北街10号,长风,丽华苑小区警务室,112.536698,37.822496
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",玉门河北沿岸与前北屯路交叉口西北60米,漪汾街,兴华街道玉门河办公区警务室,112.525957,37.865495
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",滨河西路辅路与滨体北街交叉口西北100米,漪汾,兴华小区派出所摩天石警务室,112.533492,37.877049
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西铭路71号,NULL,西铭派出所户证大厅,112.442885,37.86119
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎泽西大街与前北屯路交叉口西南160米,千峰,千峰派出所迎泽南社区警务室,112.526046,37.856801
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",金域阅山北2门旁,千峰,千峰派出所东大幼儿园警务室,112.512252,37.866939
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",北中环街新友谊小区,和平北路,万柏林派出所安广社区警务室,112.505644,37.897518
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小井峪街40号,NULL,小井峪派出所56中警务室,112.50417,37.851195
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",红沟靶场路西山煤电433小区,南寒羊汤馆(南寒圣都店),建矿派出所西矿南社区警务室,112.460313,37.854473
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",河涝湾街万柏林区第十中学校,NULL,建矿派出所万柏林十中警务室,112.442582,37.843796
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",神堂沟南路与神泉街交叉口西100米神堂沟社区居委会附近,NULL,龙泉派出所神堂沟社区警务室,112.485867,37.799585
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",白家庄路,白家庄,白家庄派出所五三小区警务室,112.429061,37.835586
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",初民路太原理工大学迎西校区,千峰,太原市直属分局理工社区警务室,112.5196,37.859379
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原市为民服务中心,NULL,山西公安出入境发证服务大厅,112.522678,37.80539
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新康乐巷与康玉巷交叉口东160米,NULL,和平北路派出所康乐社区警务室,112.502729,37.867129
万柏林区,0351-6273311,永乐南街银座,漪汾,永乐苑社区居委会办公室警务室,112.52321,37.878269
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",虎峪河北沿岸与白家庄路交叉口西480米,杜儿坪,杜儿坪派出所白煜一区警务室,112.434878,37.842816
万柏林区,0351-6971110,王封乡,NULL,太原市王封乡派出所,112.35932,37.894283
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新晋祠路169号附近,NULL,长风派出所南屯苑警务室,112.524586,37.802024
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",东N巷与东社东路交叉口西140米,东社,东社派出所东升苑警务室,112.49317,37.884256
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",九院住宅小区北区东院南1门旁,NULL,西铭派出所九院住宅小区警务室,112.44307,37.856578
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西客站东路与南内环西街交叉口西北60米,NULL,西华苑派出所办户办证大厅,112.471738,37.851411
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",纺织街晋煤悦城,千峰,和平南路派出所南内环西街社区警务室,112.521799,37.844475
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",彭西一巷与千峰北路交叉口东60米,漪汾街,兴华小区派出所竹杏社区警务室,112.518562,37.884813
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",彭村东街与彭西三巷交叉口西北40米,漪汾街,万柏林派出所晨光幼儿园警务室,112.514446,37.880148
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",万柏林区流小学,西矿街,太原市万柏林区流小学校校园警务室,112.477623,37.860772
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",建筑西巷与建筑北巷交叉口北20米,西矿街,建矿派出所建筑街社区警务室,112.447963,37.853487
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",九院东路8号附近,NULL,建矿派出所康乐苑社区警务室,112.450571,37.854699
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",千峰南路与润景巷交叉口南140米,千峰,长风派出所小王庄村社区警务室,112.518964,37.83658
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",河涝湾街万柏林区第十中学校,NULL,太原市万柏林区第十中学校校园警务室,112.442573,37.84379
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平北路99-4附近,和平北路,公安万柏林派出所彭村社区警务室,112.510381,37.879751
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",环网巷万柏林区凤凰双语小学,兴华,太原市万柏林区凤凰双语小学校园警务室,112.531045,37.880005
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",兴华礼仪幼儿园南门旁,千峰,兴华派出所兴华学前教育集团校园警务室,112.51961,37.884682
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",义井街北二条2化二建幼儿园,千峰,长风派出所化二建幼儿园警务室,112.510517,37.822001
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",义井街北二条与长风西街交叉口南100米,义井,长风派出所六十二中校园警务室,112.510259,37.820487
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",杏园二巷兴华街小学校,漪汾街,太原市万柏林区兴华街小学校校园警务室,112.521228,37.885315
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大众街煤气化大王小区,千峰,和平南路派出所众纺路社区赵咏梅警务室,112.516863,37.84881
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",长风西街与西中环路出口交叉口西180米,NULL,义井派出所驻太原市妇幼保健院警务室,112.497014,37.822962
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",千峰南路与气化街交叉口南100米,千峰,和平南路派出所财专校园警务室,112.518744,37.852381
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",众纺路4号,千峰,和平南路派出所大众社区警务室,112.515273,37.849682
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",金域阅山北门北70米,和平北路,太原市万柏林区公园路小学校校园警务室,112.514348,37.867064
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",上庄街(赞城附近),东社,太原市万柏林区第三实验小学校园警务室,112.479664,37.88164
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",万柏林区九院沙河快速路南沿岸,长风,太原市公安局万柏林分局经侦大队接待室,112.538073,37.826749
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",山纺小学街与众纺路交叉口东100米,千峰,和平南路派出所众纺路小学校校园警务室,112.516537,37.84412
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西宫南二巷41号附近,西宫,万柏林派出所和平苑社区警务室,112.503862,37.88165
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西矿街与华清巷交叉口西200米,迎泽西大街,和平北路派出所北二条社区警务室,112.497364,37.861395
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",水利水电勘测设计研究院西门旁,千峰,千峰派出所山西水利设计院警务室,112.526979,37.859193
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",九院东路建北街副53号,西矿街,建矿派出所建北花园社区警务室,112.446379,37.856149
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",滨河西路辅路,长风,太原市公安局万柏林分局长风责任区刑警队,112.538017,37.826833
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",上庄北路,东社,东社派出所太原市社会(儿童)福利院警务室,112.465456,37.885581
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",开城街与玉兰路交叉口东180米,NULL,西铭派出所万柏林区开城街学校校园警务室,112.437825,37.866156
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",下元街办,千峰,和平南路派出所纺织苑西社区警务室,112.517203,37.844195
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",漪汾街139号附近,漪汾,兴华小区派出所漪汾苑社区警务室,112.521709,37.876035
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",纺织街(大唐四季花园东南侧),千峰,和平南路派出所兴华学前教育集团校园警务室,112.521728,37.845993
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",气化街22号气化街小学,千峰,和平南路派出所气化街小学警务室,112.512272,37.852957
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",北排洪北沿岸与上庄街交叉口东北120米,东社,太原市公安局万柏林分局兴华责任区刑警队,112.476163,37.882014
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大众街万柏林分局和平南路派出所,千峰,公安万柏林分局和平南路派出所值班室,112.511998,37.848756
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西铭路辅路与安宁街交叉口西南100米,NULL,建矿派出所万柏林区建筑中巷小学校园警务室,112.447744,37.857753
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",上庄北路,东社,东社派出所太原孤残儿童特殊教育学校警务室,112.465559,37.885524
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",永乐南街太原市外国语凤凰双语中学校,兴华街,兴华派出所太原市外国语学院警务室,112.522334,37.877421
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",南上庄西街与千峰南路交叉口西120米,千峰,长风派出所南上庄西街小区警务室,112.514564,37.822919
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",河涝湾街18号太原市第五实验中学校,NULL,太原市第五实验中学校建矿派出所校园警务室,112.444128,37.845059
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",安宁街与重机倒渣路交叉口西北320米,NULL,万柏公安局和平北路派出所普国汽配城警务室,112.47517,37.867195
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",环网巷与环网北巷交叉口东40米,兴华,太原市兴华小区派出所恒大康乐幼儿园校园警务室,112.530141,37.88047
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",万柏林区实验中学东北门西100米,NULL,东社派出所太原市万柏林区实验中学校园警务室,112.479015,37.880777
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西机路(锦绣蓝湾),东社,东社派出所万柏林区兴西小学校南寨校园警务室,112.459252,37.878028
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平南路204号附近,千峰,太原市公安局万柏林分局六建警务室,112.509686,37.831292
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原市公安局西山分局,南寒羊汤馆,太原市公安局太原西山生态文化旅游示范区分局,112.455453,37.852071
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西苑街与西苑西巷交叉口东南100米,NULL,太原市公安局万柏林分局西山片区警务服务中心,112.441103,37.85405
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",上庄街123号附近,东社,太原市社会福利精神康宁医院警务室,112.464628,37.887009
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",万柏林路17号西中环人行天桥西侧,NULL,万柏林区兴华西街小学校校园警务室,112.489305,37.894083
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",建筑北巷建筑北巷小学,西矿街,建矿派出所原市万柏林区建筑北巷小学校园警务室,112.446141,37.852523
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西苑东巷九院住宅小区,NULL,西铭派出所太原市万柏林区西苑小学校校园警务室,112.441548,37.855213
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",流路10号,西矿街,太原市公安局万柏林分局人民来访接待室,112.490765,37.859043
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",前进路31号附近,NULL,小井峪派出所万柏林区第三中学警务室,112.500671,37.853772
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",虎峪河北沿岸与西矿南二巷交叉口东南80米,南寒羊汤馆,建矿派出所太原市六十五中校园警务室,112.459603,37.850657
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",杜儿坪街道,NULL,太原市公安局西山分局虎峪派出所,112.3894,37.8274
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太重兴业阳光幼儿园南园东门旁,下元,和平北路派出所太重兴业阳光幼儿园警务室,112.506547,37.862412
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大众街与和平南路交叉口东60米,千峰,公安万柏林分局和平南路派出所户政接待室,112.51192,37.848755
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西中环路辅路与迎泽西大街交叉口北140米,迎泽西大街,中共太原市公安局万柏林分局纪律检查委员会,112.490761,37.858698
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平南路与沙沟北街交叉口南40米,千峰,公安万柏林分局长风派出所地矿小区警务室,112.510236,37.834522
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",众纺路与纺织南街交叉口东南50米,千峰,和平南路派出所纺织苑东社区山西三建警务室,112.515767,37.841749
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",千峰西一巷16号,千峰,万柏林区政府宿舍,112.514929,37.860614
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",纺织北街中国电子科技集团第二研究所住宅小区,千峰,中国电子科技集团公司第二研究所宿舍东区警务室,112.511676,37.84699
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原四十九中西门旁,千峰,和平南路派出所太原市第四十九中学校校园警务室,112.515515,37.842752
万柏林区,0351-6121110,上庄街与普国路交叉口往东150米路北,东社,东社派出所,112.476002,37.882012
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",五三小区北侧150米,白家庄,白家庄派出所户政接待室,112.43002,37.836729
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",流路10号,迎泽西大街,太原市公安局万柏林分局信访接待室,112.490854,37.859254
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小井峪街道瓦流路10号,西矿街,太原市公安局万柏林分局户政接待室,112.490851,37.858945
万柏林区,0351-2736800,西矿街与公园路交叉口万柏林区政府政务大厅,千峰,太原市公安局万柏林出入境接待大厅,112.515277,37.859294
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",博学东路太原理工大学(迎西校区),千峰,太原市公安局出入境服务站,112.520402,37.861484
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",喜宝・时光儿童城东门北90米,下元,太原市公安局万柏林分局公元时代城警务工作服务站,112.510654,37.857051
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",玉兰路与开城街交叉口南100米,NULL,太原市公安局万柏林分局涉案财物管理中心,112.435497,37.864717
万柏林区,0351-6526771,大众街12号,千峰,和平南路派出所办户办证接待室,112.511907,37.848772
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",NULL,NULL,太原市公安局西山分局九院派出所,112.411251,37.814965
万柏林区,0351-6207110,化客头街道大虎沟街南,NULL,虎窝派出所,112.401266,37.870189
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",九院小区北,NULL,万柏林二大队,112.442993,37.8585
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠路太原市公安局南内环出入境接待大厅,千峰,山西省公安厅境外非政府组织管理办公室,112.530903,37.836519
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",千峰南路大唐实验小学附近,千峰,和平南路派出所治安岗亭,112.521979,37.845538
万柏林区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原市公安局交通警察支队万柏林二大队东门南50米,NULL,太原市公安局公路巡逻民警支队万柏林二大队,112.443118,37.858416
尖草坪区,0351-3443904,恒山路22号,恒山路,光社派出所,112.557204,37.933646
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",汇丰街51号,兴华街,汇丰派出所,112.522161,37.897427
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",尖草坪北三巷9号,涧河,尖草坪派出所,112.568867,37.917032
尖草坪区,0351-6266263,兴华街66号,和平北路,万柏林派出所,112.511862,37.886743
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",尖草坪派出所东南门旁,涧河,太原市公安局尖草坪责任区刑警队,112.568847,37.916932
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",文兴路辅路与汇丰街交叉口东北20米,兴华,草坪刑警,112.521964,37.897303
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",恒源路15号附近,NULL,滨西花园警务室,112.523037,37.900943
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",三给街与文兴路交叉口西240米,和平北路,治安警务室,112.513864,37.906912
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",尖草坪派出所东南门旁,涧河,尖草坪派出所户政大厅,112.568802,37.917026
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",摄乐街与金汇路交叉口东240米,NULL,柴村派出所社区警务室,112.504473,37.92116
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",山西冶金技师学院草坪校区南门东南50米,NULL,警务室,112.588325,37.984763
